AADN05001195.1	13513	1081418599	60	61
AADN05001201.1	13240	1081432412	60	61
AADN05001232.1	13224	1081445947	60	61
AADN05001309.1	13157	1081459466	60	61
AADN05001327.1	13139	1081472917	60	61
AADN05001324.1	13021	1081486349	60	61
AADN05001337.1	12987	1081499662	60	61
AADN05001417.1	12986	1081512940	60	61
AADN05001356.1	12789	1081526217	60	61
AADN05001431.1	12728	1081539294	60	61
AADN05001200.1	12721	1081552309	60	61
AADN05001256.1	12562	1081565317	60	61
AADN05001146.1	12537	1081578163	60	61
AADN05001455.1	12430	1081590983	60	61
AADN05001421.1	12389	1081603695	60	61
AADN05001365.1	12152	1081616365	60	61
AADN05001388.1	12129	1081628794	60	61
AADN05001442.1	12127	1081641200	60	61
AADN05001320.1	12125	1081653604	60	61
AADN05001415.1	12040	1081666006	60	61
AADN05001367.1	11985	1081678321	60	61
AADN05001375.1	11970	1081690580	60	61
AADN05001245.1	11891	1081702824	60	61
AADN05001313.1	11743	1081714988	60	61
AADN05001276.1	11663	1081727001	60	61
AADN05001407.1	11473	1081738933	60	61
AADN05001489.1	11376	1081750672	60	61
AADN05001362.1	11340	1081762312	60	61
AADN05001406.1	11305	1081773915	60	61
AADN05001521.1	11254	1081785483	60	61
AADN05001443.1	11212	1081796999	60	61
AADN05001369.1	11204	1081808472	60	61
AADN05001238.1	11068	1081819937	60	61
AADN05001444.1	11066	1081831264	60	61
AADN05001322.1	10993	1081842589	60	61
AADN05001376.1	10984	1081853840	60	61
AADN05001229.1	10928	1081865082	60	61
AADN05001470.1	10871	1081876267	60	61
AADN05001373.1	10869	1081887394	60	61
AADN05001257.1	10816	1081898519	60	61
AADN05001228.1	10724	1081909590	60	61
AADN05001374.1	10691	1081920567	60	61
AADN05001452.1	10551	1081931511	60	61
AADN05001474.1	10473	1081942312	60	61
AADN05001446.1	10371	1081953034	60	61
AADN05001453.1	10371	1081963652	60	61
AADN05001265.1	10224	1081974270	60	61
AADN05001445.1	10162	1081984739	60	61
AADN05001499.1	10106	1081995145	60	61
AADN05001430.1	10066	1082005494	60	61
AADN05001368.1	10056	1082015802	60	61
AADN05001151.1	10010	1082026100	60	61
AADN05001447.1	9935	1082036350	60	61
AADN05001274.1	9888	1082046524	60	61
AADN05001179.1	9858	1082056650	60	61
AADN05001486.1	9696	1082066746	60	61
AADN05001519.1	9688	1082076677	60	61
AADN05001328.1	9619	1082086600	60	61
AADN05001448.1	9617	1082096453	60	61
AADN05001426.1	9607	1082106304	60	61
AADN05001484.1	9579	1082116145	60	61
AADN05001161.1	9568	1082125957	60	61
AADN05001204.1	9481	1082135758	60	61
AADN05001258.1	9469	1082145471	60	61
AADN05001171.1	9308	1082155171	60	61
AADN05001523.1	9182	1082164708	60	61
AADN05001314.1	9172	1082174117	60	61
AADN05001411.1	9118	1082183515	60	61
AADN05001192.1	9034	1082192858	60	61
AADN05001491.1	9032	1082202116	60	61
AADN05001454.1	8999	1082211372	60	61
AADN05001242.1	8915	1082220594	60	61
AADN05001251.1	8913	1082229731	60	61
AADN05001427.1	8909	1082238866	60	61
AADN05001508.1	8891	1082247997	60	61
AADN05001487.1	8846	1082257110	60	61
AADN05001418.1	8788	1082266177	60	61
AADN05001463.1	8749	1082275185	60	61
AADN05001198.1	8722	1082284153	60	61
AADN05001272.1	8656	1082293094	60	61
AADN05001278.1	8637	1082301968	60	61
AADN05001449.1	8559	1082310822	60	61
AADN05001465.1	8516	1082319597	60	61
AADN05001381.1	8464	1082328328	60	61
AADN05001516.1	8294	1082337007	60	61
AADN05001471.1	8275	1082345513	60	61
AADN05001457.1	8267	1082353999	60	61
AADN05001157.1	8247	1082362477	60	61
AADN05001182.1	8242	1082370935	60	61
AADN05001248.1	8189	1082379388	60	61
AADN05001351.1	8180	1082387787	60	61
AADN05001450.1	8166	1082396177	60	61
AADN05001341.1	8152	1082404553	60	61
AADN05001517.1	8118	1082412914	60	61
AADN05001254.1	8110	1082421241	60	61
AADN05001280.1	8038	1082429560	60	61
AADN05001339.1	8025	1082437805	60	61
AADN05001206.1	7923	1082446037	60	61
AADN05001259.1	7918	1082454166	60	61
AADN05001429.1	7878	1082462289	60	61
AADN05001451.1	7765	1082470372	60	61
AADN05001382.1	7675	1082478340	60	61
AADN05001315.1	7655	1082486216	60	61
AADN05001347.1	7621	1082494072	60	61
AADN05001525.1	7511	1082501894	60	61
AADN05000232.1	7419	1082509604	60	61
AADN05001510.1	7336	1082517220	60	61
AADN05001408.1	7298	1082524752	60	61
AADN05001230.1	7246	1082532245	60	61
AADN05001522.1	7090	1082539685	60	61
AADN05001501.1	7074	1082546967	60	61
AADN05001404.1	6958	1082554232	60	61
AADN05001413.1	6929	1082561379	60	61
AADN05001394.1	6925	1082568497	60	61
AADN05001216.1	6885	1082575611	60	61
AADN05001542.1	6881	1082582684	60	61
AADN05001428.1	6830	1082589753	60	61
AADN05001305.1	6824	1082596770	60	61
AADN05001173.1	6824	1082603781	60	61
AADN05001211.1	6814	1082610792	60	61
AADN05001401.1	6808	1082617793	60	61
AADN05001475.1	6764	1082624788	60	61
AADN05001409.1	6698	1082631738	60	61
AADN05001500.1	6668	1082638621	60	61
AADN05001342.1	6638	1082645474	60	61
AADN05001149.1	6586	1082652296	60	61
AADN05001249.1	6564	1082659065	60	61
AADN05001168.1	6539	1082665812	60	61
AADN05001488.1	6414	1082672533	60	61
AADN05001543.1	6378	1082679127	60	61
AADN05001189.1	6349	1082685685	60	61
AADN05001395.1	6324	1082692213	60	61
AADN05001419.1	6318	1082698716	60	61
AADN05001218.1	6272	1082705213	60	61
AADN05001243.1	6269	1082711663	60	61
AADN05001481.1	6243	1082718110	60	61
AADN05001456.1	6185	1082724531	60	61
AADN05001364.1	6066	1082730893	60	61
AADN05001284.1	6042	1082737134	60	61
AADN05001281.1	5955	1082743350	60	61
AADN05001175.1	5861	1082749478	60	61
AADN05001231.1	5791	1082755510	60	61
AADN05001338.1	5694	1082761471	60	61
AADN05001183.1	5685	1082767333	60	61
AADN05001363.1	5662	1082773186	60	61
AADN05001174.1	5637	1082779016	60	61
AADN05001458.1	5587	1082784820	60	61
AADN05001358.1	5521	1082790574	60	61
AADN05001520.1	5419	1082796261	60	61
AADN05001316.1	5289	1082801844	60	61
AADN05001212.1	5230	1082807295	60	61
AADN05001169.1	5224	1082812686	60	61
AADN05001494.1	5199	1082818071	60	61
AADN05001336.1	5075	1082823430	60	61
AADN05001359.1	5044	1082828663	60	61
AADN05001387.1	4840	1082833865	60	61
AADN05001354.1	4808	1082838859	60	61
AADN05001473.1	4777	1082843821	60	61
AADN05001398.1	4766	1082848751	60	61
AADN05001263.1	4730	1082853670	60	61
AADN05001239.1	4685	1082858552	60	61
AADN05001166.1	4675	1082863389	60	61
AADN05001493.1	4652	1082868215	60	61
AADN05001317.1	4621	1082873018	60	61
AADN05001247.1	4617	1082877790	60	61
AADN05001207.1	4511	1082882557	60	61
KZ626825.1	4451	1082887209	60	61
AADN05001479.1	4448	1082891808	60	61
AADN05001391.1	4360	1082896404	60	61
AADN05001492.1	4359	1082900910	60	61
AADN05001262.1	4266	1082905415	60	61
AADN05001260.1	4245	1082909826	60	61
AADN05001301.1	4206	1082914215	60	61
AADN05001156.1	4198	1082918565	60	61
AADN05001209.1	4154	1082922906	60	61
AADN05001277.1	4087	1082927203	60	61
AADN05001184.1	4040	1082931432	60	61
AADN05001396.1	4037	1082935613	60	61
AADN05001155.1	3973	1082939791	60	61
AADN05001296.1	3863	1082943904	60	61
AADN05001384.1	3847	1082947905	60	61
AADN05001294.1	3687	1082951890	60	61
AADN05001180.1	3680	1082955712	60	61
AADN05001321.1	3660	1082959527	60	61
AADN05001556.1	3657	1082963321	60	61
AADN05001194.1	3647	1082967112	60	61
AADN05001304.1	3584	1082970893	60	61
AADN05001208.1	3581	1082974610	60	61
AADN05001511.1	3531	1082978324	60	61
AADN05001268.1	3516	1082981987	60	61
AADN05001397.1	3504	1082985635	60	61
AADN05001236.1	3436	1082989271	60	61
AADN05001176.1	3346	1082992838	60	61
AADN05001298.1	3094	1082996313	60	61
AADN05001380.1	3019	1082999532	60	61
AADN05001164.1	2991	1083002675	60	61
AADN05001379.1	2985	1083005789	60	61
AADN05001252.1	2979	1083008897	60	61
AADN05001285.1	2948	1083011999	60	61
AADN05001360.1	2928	1083015070	60	61
AADN05001186.1	2902	1083018120	60	61
AADN05001266.1	2898	1083021144	60	61
AADN05001269.1	2883	1083024164	60	61
AADN05001261.1	2758	1083027169	60	61
AADN05001544.1	2663	1083030046	60	61
AADN05001392.1	2615	1083032827	60	61
AADN05001325.1	2610	1083035559	60	61
AADN05001563.1	2599	1083038286	60	61
AADN05001509.1	2568	1083041002	60	61
AADN05001150.1	2566	1083043686	60	61
AADN05001502.1	2555	1083046368	60	61
AADN05001310.1	2520	1083049039	60	61
AADN05001550.1	2481	1083051674	60	61
AADN05001318.1	2462	1083054270	60	61
AADN05001485.1	2402	1083056847	60	61
AADN05001403.1	2384	1083059363	60	61
AADN05001560.1	2308	1083061860	60	61
AADN05001215.1	2262	1083064280	60	61
AADN05001162.1	2260	1083066653	60	61
AADN05001178.1	2214	1083069024	60	61
AADN05001554.1	2157	1083071348	60	61
AADN05000623.1	2149	1083073614	60	61
AADN05001196.1	2092	1083075872	60	61
AADN05001333.1	2087	1083078072	60	61
AADN05001190.1	2071	1083080267	60	61
AADN05001270.1	2034	1083082446	60	61
AADN05001273.1	2033	1083084587	60	61
AADN05001154.1	2003	1083086727	60	61
AADN05001163.1	1935	1083088837	60	61
AADN05001279.1	1908	1083090878	60	61
AADN05001297.1	1884	1083092891	60	61
AADN05001295.1	1840	1083094880	60	61
AADN05001559.1	1834	1083096824	60	61
AADN05001540.1	1800	1083098762	60	61
AADN05001148.1	1783	1083100665	60	61
AADN05001383.1	1782	1083102551	60	61
AADN05001177.1	1765	1083104436	60	61
AADN05001352.1	1756	1083106304	60	61
AADN05001514.1	1752	1083108163	60	61
AADN05001299.1	1748	1083110018	60	61
AADN05001344.1	1664	1083111869	60	61
AADN05001507.1	1662	1083113634	60	61
AADN05001152.1	1643	1083115397	60	61
AADN05001495.1	1589	1083117141	60	61
AADN05001515.1	1579	1083118830	60	61
AADN05001472.1	1568	1083120509	60	61
AADN05001334.1	1547	1083122177	60	61
AADN05001153.1	1519	1083123823	60	61
AADN05001332.1	1453	1083125441	60	61
AADN05001300.1	1394	1083126992	60	61
AADN05001244.1	1381	1083128483	60	61
AADN05001253.1	1367	1083129961	60	61
AADN05001548.1	1264	1083131424	60	61
AADN05001246.1	1173	1083132783	60	61
AADN05001303.1	1167	1083134049	60	61
AADN05001539.1	1131	1083135309	60	61
AADN05001213.1	1115	1083136532	60	61
AADN05001490.1	1086	1083137739	60	61
AADN05001555.1	966	1083138916	60	61
AADN05001340.1	955	1083139971	60	61
AADN05001286.1	950	1083141014	60	61
AADN05001282.1	918	1083142052	60	61
AADN05001552.1	848	1083143058	60	61
AADN05001557.1	806	1083143993	60	61
AADN05001541.1	791	1083144885	60	61
AADN05001158.1	765	1083145762	60	61
AADN05001561.1	678	1083146612	60	61
AADN05001335.1	677	1083147374	60	61
AADN05001181.1	676	1083148135	60	61
AADN05001147.1	644	1083148895	60	61
AADN05001210.1	623	1083149622	60	61
AADN05001159.1	597	1083150328	60	61
AADN05001558.1	579	1083151007	60	61
AADN05001346.1	555	1083151668	60	61
AADN05001551.1	509	1083152305	60	61
AADN05001553.1	345	1083152895	60	61
AADN05001545.1	342	1083153318	60	61
AADN05001564.1	322	1083153738	60	61
AADN05001546.1	246	1083154138	60	61
AADN05001547.1	195	1083154461	60	61
AADN05001549.1	182	1083154732	60	61
AADN05001562.1	87	1083154989	60	61
